crop,state,district,min_year,max_year,total_observations
Onion,Tamil Nadu,Madurai,2010,2017,7
Onion,Tamil Nadu,North Arcot / Vellore,2010,2017,7
Onion,Tamil Nadu,Ramananthapuram,2010,2017,8
Onion,Tamil Nadu,Salem,2010,2016,5
Onion,Tamil Nadu,South Arcot / Cuddalore,2010,2017,8
Onion,Tamil Nadu,Thanjavur,2010,2017,8
Onion,Tamil Nadu,The Nilgiris,2010,2017,7
Onion,Tamil Nadu,Thirunelveli,2010,2017,6
Onion,Tamil Nadu,Tiruchirapalli / Trichy,2010,2017,6
Onion,Telangana,Adilabad,2010,2017,8
Onion,Telangana,Hyderabad,2010,2017,8
Onion,Telangana,Karimnagar,2010,2017,8
Onion,Telangana,Khammam,2010,2017,8
Onion,Telangana,Mahabubnagar,2010,2017,8
Onion,Telangana,Medak,2010,2017,8
Onion,Telangana,Nalgonda,2010,2017,8
Onion,Telangana,Nizamabad,2010,2017,8
Onion,Telangana,Warangal,2010,2017,8
Onion,Uttar Pradesh,Agra,2010,2017,8
Onion,Uttar Pradesh,Aligarh,2010,2017,8
Onion,Uttar Pradesh,Allahabad,2010,2017,8
Onion,Uttar Pradesh,Azamgarh,2010,2017,8
Onion,Uttar Pradesh,Bahraich,2010,2017,8
Onion,Uttar Pradesh,Ballia,2010,2017,8
Onion,Uttar Pradesh,Banda,2010,2017,8
Onion,Uttar Pradesh,Barabanki,2010,2017,8
Onion,Uttar Pradesh,Bareilly,2010,2017,8
Onion,Uttar Pradesh,Basti,2010,2017,8
Onion,Uttar Pradesh,Bijnor,2010,2017,8
Onion,Uttar Pradesh,Budaun,2010,2017,8
Onion,Uttar Pradesh,Buland Shahar,2010,2017,8
Onion,Uttar Pradesh,Deoria,2010,2017,8
Onion,Uttar Pradesh,Etah,2010,2017,8
Onion,Uttar Pradesh,Etawah,2010,2017,8
Onion,Uttar Pradesh,Faizabad,2010,2017,8
Onion,Uttar Pradesh,Farrukhabad,2010,2017,8
Onion,Uttar Pradesh,Fatehpur,2010,2017,8
Onion,Uttar Pradesh,Ghazipur,2010,2017,8
Onion,Uttar Pradesh,Gonda,2010,2017,8
Onion,Uttar Pradesh,Gorakhpur,2010,2017,8
Onion,Uttar Pradesh,Hamirpur,2010,2017,8
Onion,Uttar Pradesh,Hardoi,2010,2017,8
Onion,Uttar Pradesh,Jalaun,2010,2017,8
Onion,Uttar Pradesh,Jaunpur,2010,2017,8
Onion,Uttar Pradesh,Jhansi,2010,2017,8
Onion,Uttar Pradesh,Kanpur,2010,2017,8
Onion,Uttar Pradesh,Kheri,2010,2017,8
Onion,Uttar Pradesh,Lucknow,2010,2017,8
Onion,Uttar Pradesh,Mainpuri,2010,2017,8
Onion,Uttar Pradesh,Mathura,2010,2017,8
Onion,Uttar Pradesh,Meerut,2010,2017,8
Onion,Uttar Pradesh,Mirzpur,2010,2017,8
Onion,Uttar Pradesh,Moradabad,2010,2017,8
Onion,Uttar Pradesh,Muzaffarnagar,2010,2017,8
Onion,Uttar Pradesh,Pilibhit,2010,2017,8
Onion,Uttar Pradesh,Pratapgarh,2010,2017,8
Onion,Uttar Pradesh,Rae-Bareily,2010,2017,8
Onion,Uttar Pradesh,Rampur,2010,2017,8
Onion,Uttar Pradesh,Saharanpur,2010,2017,8
Onion,Uttar Pradesh,Shahjahanpur,2010,2017,8
Onion,Uttar Pradesh,Sitapur,2010,2017,8
Onion,Uttar Pradesh,Sultanpur,2010,2017,8
Onion,Uttar Pradesh,Unnao,2010,2017,8
Onion,Uttar Pradesh,Varanasi,2010,2017,8
Onion,Uttarakhand,Almorah,2010,2017,8
Onion,Uttarakhand,Chamoli,2010,2017,8
Onion,Uttarakhand,Dehradun,2010,2017,8
Onion,Uttarakhand,Garhwal,2010,2017,8
Onion,Uttarakhand,Nainital,2010,2017,8
Onion,Uttarakhand,Pithorgarh,2010,2017,8
Onion,Uttarakhand,Tehri Garhwal,2010,2017,8
Onion,Uttarakhand,Uttar Kashi,2010,2017,8
Onion,West Bengal,24 Parganas,2010,2017,8
Onion,West Bengal,Bankura,2010,2017,8
Onion,West Bengal,Birbhum,2010,2017,8
Onion,West Bengal,Burdwan,2010,2017,8
Onion,West Bengal,Cooch Behar,2010,2017,8
Onion,West Bengal,Darjeeling,2010,2017,8
Onion,West Bengal,Hooghly,2010,2017,8
Onion,West Bengal,Howrah,2010,2017,8
Onion,West Bengal,Jalpaiguri,2010,2017,8
Onion,West Bengal,Malda,2010,2017,8
Onion,West Bengal,Midnapur,2010,2017,8
Onion,West Bengal,Murshidabad,2010,2017,8
Onion,West Bengal,Nadia,2010,2017,8
Onion,West Bengal,Purulia,2010,2017,8
Onion,West Bengal,West Dinajpur,2010,2017,8
Pearl Millet,Andhra Pradesh,Ananthapur,2010,2017,8
Pearl Millet,Andhra Pradesh,Chittoor,2010,2017,8
Pearl Millet,Andhra Pradesh,East Godavari,2010,2017,8
Pearl Millet,Andhra Pradesh,Guntur,2010,2017,8
Pearl Millet,Andhra Pradesh,Kadapa Ysr,2010,2017,8
Pearl Millet,Andhra Pradesh,Krishna,2010,2017,8
Pearl Millet,Andhra Pradesh,Kurnool,2010,2017,8
Pearl Millet,Andhra Pradesh,S.P.S. Nellore,2010,2017,8
Pearl Millet,Andhra Pradesh,Srikakulam,2010,2017,8
Pearl Millet,Andhra Pradesh,Visakhapatnam,2010,2017,8
Pearl Millet,Andhra Pradesh,West Godavari,2010,2017,8
Pearl Millet,Assam,Cachar,2010,2017,8
Pearl Millet,Assam,Darrang,2010,2017,8
Pearl Millet,Assam,Dibrugarh,2010,2017,8
Pearl Millet,Assam,Goalpara,2010,2017,8
Pearl Millet,Assam,Kamrup,2010,2017,8
Pearl Millet,Assam,Karbi Anglong,2010,2017,8
Pearl Millet,Assam,Lakhimpur,2010,2017,8
Pearl Millet,Assam,Nagaon,2010,2017,8
Pearl Millet,Assam,North Cachar Hil / Dima Hasao,2010,2017,8
Pearl Millet,Assam,Sibsagar,2010,2017,8
Pearl Millet,Bihar,Bhagalpur,2010,2017,8
Pearl Millet,Bihar,Champaran,2010,2017,8
Pearl Millet,Bihar,Darbhanga,2010,2017,8
Pearl Millet,Bihar,Gaya,2010,2017,8
Pearl Millet,Bihar,Mungair,2010,2017,8
Pearl Millet,Bihar,Muzaffarpur,2010,2017,8
Pearl Millet,Bihar,Patna,2010,2017,8
Pearl Millet,Bihar,Purnea,2010,2017,8
Pearl Millet,Bihar,Saharsa,2010,2017,8
Pearl Millet,Bihar,Saran,2010,2017,8
Pearl Millet,Bihar,Shahabad (Now Part Of Bhojpur District),2010,2017,8
Pearl Millet,Chhattisgarh,Bastar,2010,2017,8
Pearl Millet,Chhattisgarh,Bilaspur,2010,2017,8
Pearl Millet,Chhattisgarh,Durg,2010,2017,8
Pearl Millet,Chhattisgarh,Raigarh,2010,2017,8
Pearl Millet,Chhattisgarh,Raipur,2010,2017,8
Pearl Millet,Chhattisgarh,Surguja,2010,2017,8
Pearl Millet,Gujarat,Ahmedabad,2010,2017,8
Pearl Millet,Gujarat,Amreli,2010,2017,8
Pearl Millet,Gujarat,Banaskantha,2010,2017,8
Pearl Millet,Gujarat,Bharuch,2010,2017,8
Pearl Millet,Gujarat,Bhavnagar,2010,2017,8
Pearl Millet,Gujarat,Dangs,2010,2017,8
Pearl Millet,Gujarat,Jamnagar,2010,2017,8
Pearl Millet,Gujarat,Junagadh,2010,2017,8
Pearl Millet,Gujarat,Kheda,2010,2017,8
Pearl Millet,Gujarat,Kutch,2010,2017,8
Pearl Millet,Gujarat,Mehsana,2010,2017,8
Pearl Millet,Gujarat,Panchmahal,2010,2017,8
Pearl Millet,Gujarat,Rajkot,2010,2017,8
Pearl Millet,Gujarat,Sabarkantha,2010,2017,8
Pearl Millet,Gujarat,Surat,2010,2017,8
Pearl Millet,Gujarat,Surendranagar,2010,2017,8
Pearl Millet,Gujarat,Vadodara / Baroda,2010,2017,8
Pearl Millet,Gujarat,Valsad,2010,2017,8
Pearl Millet,Haryana,Ambala,2010,2017,8
Pearl Millet,Haryana,Gurgaon,2010,2017,8
Pearl Millet,Haryana,Hissar,2010,2017,8
Pearl Millet,Haryana,Jind,2010,2017,8
Pearl Millet,Haryana,Karnal,2010,2017,8
Pearl Millet,Haryana,Mahendragarh / Narnaul,2010,2017,8
Pearl Millet,Haryana,Rohtak,2010,2017,8
Pearl Millet,Himachal Pradesh,Bilashpur,2010,2017,8
Pearl Millet,Himachal Pradesh,Chamba,2010,2017,8
Pearl Millet,Himachal Pradesh,Kangra,2010,2017,8
Pearl Millet,Himachal Pradesh,Kinnaur,2010,2017,8
Pearl Millet,Himachal Pradesh,Kullu,2010,2017,8
Pearl Millet,Himachal Pradesh,Lahul & Spiti,2010,2017,8
Pearl Millet,Himachal Pradesh,Mandi,2010,2017,8
Pearl Millet,Himachal Pradesh,Shimla,2010,2017,8
Pearl Millet,Himachal Pradesh,Sirmaur,2010,2017,8
Pearl Millet,Himachal Pradesh,Solan,2010,2017,8
Pearl Millet,Jharkhand,Dhanbad,2010,2017,8
Pearl Millet,Jharkhand,Hazaribagh,2010,2017,8
Pearl Millet,Jharkhand,Palamau,2010,2017,8
Pearl Millet,Jharkhand,Ranchi,2010,2017,8
Pearl Millet,Jharkhand,Santhal Paragana / Dumka,2010,2017,8
Pearl Millet,Jharkhand,Singhbhum,2010,2017,8
Pearl Millet,Karnataka,Bangalore,2010,2017,8
Pearl Millet,Karnataka,Belgaum,2010,2017,8
Pearl Millet,Karnataka,Bellary,2010,2017,8
Pearl Millet,Karnataka,Bidar,2010,2017,8
Pearl Millet,Karnataka,Bijapur / Vijayapura,2010,2017,8
Pearl Millet,Karnataka,Chickmagalur,2010,2017,8
Pearl Millet,Karnataka,Chitradurga,2010,2017,8
Pearl Millet,Karnataka,Dakshina Kannada,2010,2017,8
Pearl Millet,Karnataka,Dharwad,2010,2017,8
Pearl Millet,Karnataka,Gulbarga / Kalaburagi,2010,2017,8
Pearl Millet,Karnataka,Hassan,2010,2017,8
Pearl Millet,Karnataka,Kodagu / Coorg,2010,2017,8
Pearl Millet,Karnataka,Kolar,2010,2017,8
Pearl Millet,Karnataka,Mandya,2010,2017,8
Pearl Millet,Karnataka,Mysore,2010,2017,8
Pearl Millet,Karnataka,Raichur,2010,2017,8
Pearl Millet,Karnataka,Shimoge,2010,2017,8
Pearl Millet,Karnataka,Tumkur,2010,2017,8
Pearl Millet,Karnataka,Uttara Kannada,2010,2017,8
Pearl Millet,Kerala,Alappuzha,2010,2017,8
Pearl Millet,Kerala,Eranakulam,2010,2017,8
Pearl Millet,Kerala,Kannur,2010,2017,8
Pearl Millet,Kerala,Kollam,2010,2017,8
Pearl Millet,Kerala,Kottayam,2010,2017,8
Pearl Millet,Kerala,Kozhikode,2010,2017,8
Pearl Millet,Kerala,Malappuram,2010,2017,8
Pearl Millet,Kerala,Palakkad,2010,2017,8
Pearl Millet,Kerala,Thiruvananthapuram,2010,2017,8
Pearl Millet,Kerala,Thrissur,2010,2017,8
Pearl Millet,Madhya Pradesh,Balaghat,2010,2017,8
Pearl Millet,Madhya Pradesh,Betul,2010,2017,8
Pearl Millet,Madhya Pradesh,Bhind,2010,2017,8
Pearl Millet,Madhya Pradesh,Chhatarpur,2010,2017,8
Pearl Millet,Madhya Pradesh,Chhindwara,2010,2017,8
Pearl Millet,Madhya Pradesh,Damoh,2010,2017,8
Pearl Millet,Madhya Pradesh,Datia,2010,2017,8
Pearl Millet,Madhya Pradesh,Dewas,2010,2017,8
Pearl Millet,Madhya Pradesh,Dhar,2010,2017,8
Pearl Millet,Madhya Pradesh,Guna,2010,2017,8
Pearl Millet,Madhya Pradesh,Gwalior,2010,2017,8
Pearl Millet,Madhya Pradesh,Hoshangabad,2010,2017,8
Pearl Millet,Madhya Pradesh,Indore,2010,2017,8
Pearl Millet,Madhya Pradesh,Jabalpur,2010,2017,8
Pearl Millet,Madhya Pradesh,Jhabua,2010,2017,8
Pearl Millet,Madhya Pradesh,Khandwa / East Nimar,2010,2017,8
Pearl Millet,Madhya Pradesh,Khargone / West Nimar,2010,2017,8
Pearl Millet,Madhya Pradesh,Mandla,2010,2017,8
Pearl Millet,Madhya Pradesh,Mandsaur,2010,2017,8
Pearl Millet,Madhya Pradesh,Morena,2010,2017,8
Pearl Millet,Madhya Pradesh,Narsinghpur,2010,2017,8
Pearl Millet,Madhya Pradesh,Panna,2010,2017,8
Pearl Millet,Madhya Pradesh,Raisen,2010,2017,8
Pearl Millet,Madhya Pradesh,Rajgarh,2010,2017,8
Pearl Millet,Madhya Pradesh,Ratlam,2010,2017,8
Pearl Millet,Madhya Pradesh,Rewa,2010,2016,7
Pearl Millet,Madhya Pradesh,Sagar,2010,2017,8
Pearl Millet,Madhya Pradesh,Satna,2010,2017,8
Pearl Millet,Madhya Pradesh,Sehore,2010,2017,8
Pearl Millet,Madhya Pradesh,Seoni / Shivani,2010,2017,8
Pearl Millet,Madhya Pradesh,Shahdol,2010,2017,8
Pearl Millet,Madhya Pradesh,Shajapur,2010,2017,8
Pearl Millet,Madhya Pradesh,Shivpuri,2010,2017,8
Pearl Millet,Madhya Pradesh,Sidhi,2010,2017,8
Pearl Millet,Madhya Pradesh,Tikamgarh,2010,2017,8
Pearl Millet,Madhya Pradesh,Ujjain,2010,2017,8
Pearl Millet,Madhya Pradesh,Vidisha,2010,2017,8
Pearl Millet,Maharashtra,Ahmednagar,2010,2017,8
Pearl Millet,Maharashtra,Akola,2010,2017,8
Pearl Millet,Maharashtra,Amarawati,2010,2017,8
Pearl Millet,Maharashtra,Aurangabad,2010,2017,8
Pearl Millet,Maharashtra,Beed,2010,2017,8
Pearl Millet,Maharashtra,Bhandara,2010,2017,8
Pearl Millet,Maharashtra,Bombay,2010,2016,4
Pearl Millet,Maharashtra,Buldhana,2010,2017,8
Pearl Millet,Maharashtra,Chandrapur,2010,2017,8
Pearl Millet,Maharashtra,Dhule,2010,2017,8
Pearl Millet,Maharashtra,Jalgaon,2010,2017,8
Pearl Millet,Maharashtra,Kolhapur,2010,2017,8
Pearl Millet,Maharashtra,Nagpur,2010,2017,8
Pearl Millet,Maharashtra,Nanded,2010,2017,8
Pearl Millet,Maharashtra,Nasik,2010,2017,8
Pearl Millet,Maharashtra,Osmanabad,2010,2017,8
Pearl Millet,Maharashtra,Parbhani,2010,2017,8
Pearl Millet,Maharashtra,Pune,2010,2017,8
Pearl Millet,Maharashtra,Raigad,2010,2017,8
Pearl Millet,Maharashtra,Ratnagiri,2010,2017,8
Pearl Millet,Maharashtra,Sangli,2010,2017,8
Pearl Millet,Maharashtra,Satara,2010,2017,8
Pearl Millet,Maharashtra,Solapur,2010,2017,8
Pearl Millet,Maharashtra,Thane,2010,2017,8
Pearl Millet,Maharashtra,Wardha,2010,2017,8
Pearl Millet,Maharashtra,Yeotmal,2010,2017,8
Pearl Millet,Orissa,Balasore,2010,2017,8
Pearl Millet,Orissa,Bolangir,2010,2017,8
Pearl Millet,Orissa,Cuttack,2010,2017,8
Pearl Millet,Orissa,Dhenkanal,2010,2017,8
Pearl Millet,Orissa,Ganjam,2010,2017,8
Pearl Millet,Orissa,Kalahandi,2010,2017,8
Pearl Millet,Orissa,Keonjhar,2010,2017,8
Pearl Millet,Orissa,Koraput,2010,2017,8
Pearl Millet,Orissa,Mayurbhanja,2010,2017,8
Pearl Millet,Orissa,Phulbani ( Kandhamal ),2010,2017,8
Pearl Millet,Orissa,Puri,2010,2017,8
Pearl Millet,Orissa,Sambalpur,2010,2017,8
Pearl Millet,Orissa,Sundargarh,2010,2017,8
Pearl Millet,Punjab,Amritsar,2010,2017,8
Pearl Millet,Punjab,Bhatinda,2010,2017,8
Pearl Millet,Punjab,Ferozpur,2010,2017,8
Pearl Millet,Punjab,Gurdaspur,2010,2017,8
Pearl Millet,Punjab,Hoshiarpur,2010,2017,8
Pearl Millet,Punjab,Jalandhar,2010,2017,8
Pearl Millet,Punjab,Kapurthala,2010,2017,8
Pearl Millet,Punjab,Ludhiana,2010,2017,8
Pearl Millet,Punjab,Patiala,2010,2017,8
Pearl Millet,Punjab,Roopnagar / Ropar,2010,2017,8
Pearl Millet,Punjab,Sangrur,2010,2016,7
Pearl Millet,Rajasthan,Ajmer,2010,2017,8
Pearl Millet,Rajasthan,Alwar,2010,2017,8
Pearl Millet,Rajasthan,Banswara,2010,2017,8
Pearl Millet,Rajasthan,Barmer,2010,2017,8
Pearl Millet,Rajasthan,Bharatpur,2010,2017,8
Pearl Millet,Rajasthan,Bhilwara,2010,2017,8
Pearl Millet,Rajasthan,Bikaner,2010,2017,8
Pearl Millet,Rajasthan,Bundi,2010,2017,8
Pearl Millet,Rajasthan,Chittorgarh,2010,2017,8
Pearl Millet,Rajasthan,Churu,2010,2017,8
Pearl Millet,Rajasthan,Dungarpur,2010,2017,8
Pearl Millet,Rajasthan,Ganganagar,2010,2017,8
Pearl Millet,Rajasthan,Jaipur,2010,2017,8
Pearl Millet,Rajasthan,Jaisalmer,2010,2017,8
Pearl Millet,Rajasthan,Jalore,2010,2017,8
Pearl Millet,Rajasthan,Jhalawar,2010,2017,8
Pearl Millet,Rajasthan,Jhunjhunu,2010,2017,8
Pearl Millet,Rajasthan,Jodhpur,2010,2017,8
Pearl Millet,Rajasthan,Kota,2010,2017,8
Pearl Millet,Rajasthan,Nagaur,2010,2017,8
Pearl Millet,Rajasthan,Pali,2010,2017,8
Pearl Millet,Rajasthan,Sikar,2010,2017,8
Pearl Millet,Rajasthan,Sirohi,2010,2017,8
Pearl Millet,Rajasthan,Swami Madhopur,2010,2017,8
Pearl Millet,Rajasthan,Tonk,2010,2017,8
Pearl Millet,Rajasthan,Udaipur,2010,2017,8
Pearl Millet,Tamil Nadu,Chengalpattu Mgr / Kanchipuram,2010,2017,8
Pearl Millet,Tamil Nadu,Coimbatore,2010,2017,8
Pearl Millet,Tamil Nadu,Kanyakumari,2010,2017,5
Pearl Millet,Tamil Nadu,Madurai,2010,2017,7
Pearl Millet,Tamil Nadu,North Arcot / Vellore,2010,2017,7
Pearl Millet,Tamil Nadu,Ramananthapuram,2010,2017,8
Pearl Millet,Tamil Nadu,Salem,2010,2016,5
Pearl Millet,Tamil Nadu,South Arcot / Cuddalore,2010,2017,8
Pearl Millet,Tamil Nadu,Thanjavur,2010,2017,8
Pearl Millet,Tamil Nadu,The Nilgiris,2010,2017,7
Pearl Millet,Tamil Nadu,Thirunelveli,2010,2017,6
Pearl Millet,Tamil Nadu,Tiruchirapalli / Trichy,2010,2017,6
Pearl Millet,Telangana,Adilabad,2010,2017,8
Pearl Millet,Telangana,Hyderabad,2010,2017,8
Pearl Millet,Telangana,Karimnagar,2010,2017,8
Pearl Millet,Telangana,Khammam,2010,2017,8
Pearl Millet,Telangana,Mahabubnagar,2010,2017,8
Pearl Millet,Telangana,Medak,2010,2017,8
Pearl Millet,Telangana,Nalgonda,2010,2017,8
Pearl Millet,Telangana,Nizamabad,2010,2017,8
Pearl Millet,Telangana,Warangal,2010,2017,8
Pearl Millet,Uttar Pradesh,Agra,2010,2017,8
Pearl Millet,Uttar Pradesh,Aligarh,2010,2017,8
Pearl Millet,Uttar Pradesh,Allahabad,2010,2017,8
Pearl Millet,Uttar Pradesh,Azamgarh,2010,2017,8
Pearl Millet,Uttar Pradesh,Bahraich,2010,2017,8
Pearl Millet,Uttar Pradesh,Ballia,2010,2017,8
Pearl Millet,Uttar Pradesh,Banda,2010,2017,8
Pearl Millet,Uttar Pradesh,Barabanki,2010,2017,8
Pearl Millet,Uttar Pradesh,Bareilly,2010,2017,8
Pearl Millet,Uttar Pradesh,Basti,2010,2017,8
Pearl Millet,Uttar Pradesh,Bijnor,2010,2017,8
Pearl Millet,Uttar Pradesh,Budaun,2010,2017,8
Pearl Millet,Uttar Pradesh,Buland Shahar,2010,2017,8
Pearl Millet,Uttar Pradesh,Deoria,2010,2017,8
Pearl Millet,Uttar Pradesh,Etah,2010,2017,8
Pearl Millet,Uttar Pradesh,Etawah,2010,2017,8
Pearl Millet,Uttar Pradesh,Faizabad,2010,2017,8
Pearl Millet,Uttar Pradesh,Farrukhabad,2010,2017,8
Pearl Millet,Uttar Pradesh,Fatehpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Ghazipur,2010,2017,8
Pearl Millet,Uttar Pradesh,Gonda,2010,2017,8
Pearl Millet,Uttar Pradesh,Gorakhpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Hamirpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Hardoi,2010,2017,8
Pearl Millet,Uttar Pradesh,Jalaun,2010,2017,8
Pearl Millet,Uttar Pradesh,Jaunpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Jhansi,2010,2017,8
Pearl Millet,Uttar Pradesh,Kanpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Kheri,2010,2017,8
Pearl Millet,Uttar Pradesh,Lucknow,2010,2017,8
Pearl Millet,Uttar Pradesh,Mainpuri,2010,2017,8
Pearl Millet,Uttar Pradesh,Mathura,2010,2017,8
Pearl Millet,Uttar Pradesh,Meerut,2010,2017,8
Pearl Millet,Uttar Pradesh,Mirzpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Moradabad,2010,2017,8
Pearl Millet,Uttar Pradesh,Muzaffarnagar,2010,2017,8
Pearl Millet,Uttar Pradesh,Pilibhit,2010,2017,8
Pearl Millet,Uttar Pradesh,Pratapgarh,2010,2017,8
Pearl Millet,Uttar Pradesh,Rae-Bareily,2010,2017,8
Pearl Millet,Uttar Pradesh,Rampur,2010,2017,8
Pearl Millet,Uttar Pradesh,Saharanpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Shahjahanpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Sitapur,2010,2017,8
Pearl Millet,Uttar Pradesh,Sultanpur,2010,2017,8
Pearl Millet,Uttar Pradesh,Unnao,2010,2017,8
Pearl Millet,Uttar Pradesh,Varanasi,2010,2017,8
Pearl Millet,Uttarakhand,Almorah,2010,2017,8
Pearl Millet,Uttarakhand,Chamoli,2010,2017,8
Pearl Millet,Uttarakhand,Dehradun,2010,2017,8
Pearl Millet,Uttarakhand,Garhwal,2010,2017,8
Pearl Millet,Uttarakhand,Nainital,2010,2017,8
Pearl Millet,Uttarakhand,Pithorgarh,2010,2017,8
Pearl Millet,Uttarakhand,Tehri Garhwal,2010,2017,8
Pearl Millet,Uttarakhand,Uttar Kashi,2010,2017,8
Pearl Millet,West Bengal,24 Parganas,2010,2017,8
Pearl Millet,West Bengal,Bankura,2010,2017,8
Pearl Millet,West Bengal,Birbhum,2010,2017,8
Pearl Millet,West Bengal,Burdwan,2010,2017,8
Pearl Millet,West Bengal,Cooch Behar,2010,2017,8
Pearl Millet,West Bengal,Darjeeling,2010,2017,8
Pearl Millet,West Bengal,Hooghly,2010,2017,8
Pearl Millet,West Bengal,Howrah,2010,2017,8
Pearl Millet,West Bengal,Jalpaiguri,2010,2017,8
Pearl Millet,West Bengal,Malda,2010,2017,8
Pearl Millet,West Bengal,Midnapur,2010,2017,8
Pearl Millet,West Bengal,Murshidabad,2010,2017,8
Pearl Millet,West Bengal,Nadia,2010,2017,8
Pearl Millet,West Bengal,Purulia,2010,2017,8
Pearl Millet,West Bengal,West Dinajpur,2010,2017,8
Pigeonpea,Andhra Pradesh,Ananthapur,2010,2017,8
Pigeonpea,Andhra Pradesh,Chittoor,2010,2017,8
Pigeonpea,Andhra Pradesh,East Godavari,2010,2017,8
Pigeonpea,Andhra Pradesh,Guntur,2010,2017,8
Pigeonpea,Andhra Pradesh,Kadapa Ysr,2010,2017,8
Pigeonpea,Andhra Pradesh,Krishna,2010,2017,8
Pigeonpea,Andhra Pradesh,Kurnool,2010,2017,8
Pigeonpea,Andhra Pradesh,S.P.S. Nellore,2010,2017,8
Pigeonpea,Andhra Pradesh,Srikakulam,2010,2017,8
Pigeonpea,Andhra Pradesh,Visakhapatnam,2010,2017,8
Pigeonpea,Andhra Pradesh,West Godavari,2010,2017,8
Pigeonpea,Assam,Cachar,2010,2017,8
Pigeonpea,Assam,Darrang,2010,2017,8
Pigeonpea,Assam,Dibrugarh,2010,2017,8
Pigeonpea,Assam,Goalpara,2010,2017,8
Pigeonpea,Assam,Kamrup,2010,2017,8
Pigeonpea,Assam,Karbi Anglong,2010,2017,8
Pigeonpea,Assam,Lakhimpur,2010,2017,8
Pigeonpea,Assam,Nagaon,2010,2017,8
Pigeonpea,Assam,North Cachar Hil / Dima Hasao,2010,2017,8
Pigeonpea,Assam,Sibsagar,2010,2017,8
Pigeonpea,Bihar,Bhagalpur,2010,2017,8
Pigeonpea,Bihar,Champaran,2010,2017,8
Pigeonpea,Bihar,Darbhanga,2010,2017,8
Pigeonpea,Bihar,Gaya,2010,2017,8
Pigeonpea,Bihar,Mungair,2010,2017,8
Pigeonpea,Bihar,Muzaffarpur,2010,2017,8
Pigeonpea,Bihar,Patna,2010,2017,8
Pigeonpea,Bihar,Purnea,2010,2017,8
Pigeonpea,Bihar,Saharsa,2010,2017,8
Pigeonpea,Bihar,Saran,2010,2017,8
Pigeonpea,Bihar,Shahabad (Now Part Of Bhojpur District),2010,2017,8
Pigeonpea,Chhattisgarh,Bastar,2010,2017,8
Pigeonpea,Chhattisgarh,Bilaspur,2010,2017,8
Pigeonpea,Chhattisgarh,Durg,2010,2017,8
Pigeonpea,Chhattisgarh,Raigarh,2010,2017,8
Pigeonpea,Chhattisgarh,Raipur,2010,2017,8
Pigeonpea,Chhattisgarh,Surguja,2010,2017,8
Pigeonpea,Gujarat,Ahmedabad,2010,2017,8
Pigeonpea,Gujarat,Amreli,2010,2017,8
Pigeonpea,Gujarat,Banaskantha,2010,2017,8
Pigeonpea,Gujarat,Bharuch,2010,2017,8
Pigeonpea,Gujarat,Bhavnagar,2010,2017,8
Pigeonpea,Gujarat,Dangs,2010,2017,8
Pigeonpea,Gujarat,Jamnagar,2010,2017,8
Pigeonpea,Gujarat,Junagadh,2010,2017,8
Pigeonpea,Gujarat,Kheda,2010,2017,8
Pigeonpea,Gujarat,Kutch,2010,2017,8
Pigeonpea,Gujarat,Mehsana,2010,2017,8
Pigeonpea,Gujarat,Panchmahal,2010,2017,8
Pigeonpea,Gujarat,Rajkot,2010,2017,8
Pigeonpea,Gujarat,Sabarkantha,2010,2017,8
Pigeonpea,Gujarat,Surat,2010,2017,8
Pigeonpea,Gujarat,Surendranagar,2010,2017,8
Pigeonpea,Gujarat,Vadodara / Baroda,2010,2017,8
Pigeonpea,Gujarat,Valsad,2010,2017,8
Pigeonpea,Haryana,Ambala,2010,2017,8
Pigeonpea,Haryana,Gurgaon,2010,2017,8
Pigeonpea,Haryana,Hissar,2010,2017,8
Pigeonpea,Haryana,Jind,2010,2017,8
Pigeonpea,Haryana,Karnal,2010,2017,8
Pigeonpea,Haryana,Mahendragarh / Narnaul,2010,2017,8
Pigeonpea,Haryana,Rohtak,2010,2017,8
Pigeonpea,Himachal Pradesh,Bilashpur,2010,2017,8
Pigeonpea,Himachal Pradesh,Chamba,2010,2017,8
Pigeonpea,Himachal Pradesh,Kangra,2010,2017,8
Pigeonpea,Himachal Pradesh,Kinnaur,2010,2017,8
Pigeonpea,Himachal Pradesh,Kullu,2010,2017,8
Pigeonpea,Himachal Pradesh,Lahul & Spiti,2010,2017,8
Pigeonpea,Himachal Pradesh,Mandi,2010,2017,8
Pigeonpea,Himachal Pradesh,Shimla,2010,2017,8
Pigeonpea,Himachal Pradesh,Sirmaur,2010,2017,8
Pigeonpea,Himachal Pradesh,Solan,2010,2017,8
Pigeonpea,Jharkhand,Dhanbad,2010,2017,8
Pigeonpea,Jharkhand,Hazaribagh,2010,2017,8
Pigeonpea,Jharkhand,Palamau,2010,2017,8
